iter	Passed	Remaining
415	1250	1756
416	1252	1751
417	1255	1747
418	1257	1743
419	1259	1739
420	1261	1735
421	1264	1731
422	1266	1727
423	1268	1723
424	1270	1719
425	1272	1714
426	1274	1710
427	1277	1706
428	1278	1702
429	1281	1698
430	1283	1694
431	1285	1690
432	1287	1686
433	1290	1682
434	1292	1678
435	1294	1674
436	1296	1670
437	1299	1667
438	1301	1663
439	1304	1660
440	1306	1656
441	1309	1652
442	1311	1648
443	1313	1644
444	1316	1641
445	1318	1638
446	1321	1634
447	1324	1631
448	1326	1628
449	1329	1624
450	1331	1621
451	1333	1617
452	1336	1613
453	1339	1610
454	1341	1607
455	1344	1604
456	1347	1601
457	1350	1598
458	1353	1594
459	1355	1591
460	1359	1589
461	1362	1586
462	1365	1583
463	1368	1580
464	1371	1577
465	1374	1575
466	1377	1572
467	1380	1569
468	1383	1566
469	1387	1564
470	1389	1560
471	1392	1557
472	1395	1554
473	1398	1551
474	1401	1549
475	1404	1546
476	1407	1543
477	1410	1540
478	1413	1537
479	1417	1535
480	1420	1532
481	1422	1529
482	1426	1526
483	1429	1524
484	1432	1521
485	1436	1519
486	1439	1515
487	1442	1513
488	1445	1510
489	1448	1508
490	1452	1505
491	1455	1502
492	1458	1499
493	1461	1496
494	1464	1493
495	1466	1490
496	1469	1487
497	1472	1483
498	1474	1480
499	1476	1476
500	1479	1473
501	1481	1469
502	1484	1466
503	1486	1462
504	1488	1459
505	1491	1455
506	1493	1452
507	1496	1449
508	1498	1445
509	1501	1442
510	1503	1438
511	1505	1435
512	1508	1431
513	1510	1428
514	1512	1424
515	1515	1421
516	1517	1418
517	1520	1414
518	1522	1411
519	1525	1407
520	1527	1404
521	1530	1401
522	1532	1397
523	1534	1394
524	1537	1390
525	1539	1387
526	1542	1384
527	1544	1380
528	1546	1377
529	1549	1374
530	1551	1370
531	1554	1367
532	1557	1364
533	1559	1360
534	1561	1357
535	1563	1353
536	1565	1350
537	1568	1346
538	1570	1342
539	1572	1339
540	1574	1335
541	1576	1332
542	1578	1328
543	1580	1325
544	1583	1321
545	1585	1318
546	1587	1314
547	1590	1311
548	1592	1307
549	1594	1304
550	1596	1300
551	1598	1297
552	1600	1293
553	1602	1290
554	1605	1286
555	1607	1283
556	1609	1280
557	1612	1277
558	1614	1273
559	1617	1270
560	1619	1267
561	1621	1264
562	1624	1260
563	1626	1257
564	1629	1254
565	1631	1251
566	1633	1247
567	1636	1244
568	1638	1241
569	1641	1238
570	1644	1235
571	1647	1232
572	1649	1229
573	1651	1226
574	1654	1222
575	1656	1219
576	1659	1216
577	1662	1213
578	1664	1210
579	1667	1207
580	1669	1204
581	1671	1200
582	1674	1197
583	1676	1194
584	1679	1191
585	1682	1188
586	1684	1185
587	1687	1182
588	1690	1179
589	1693	1176
590	1696	1173
591	1698	1170
592	1701	1167
593	1704	1164
594	1706	1161
595	1709	1158
596	1712	1156
597	1715	1153
598	1718	1150
599	1721	1147
600	1724	1145
601	1728	1142
602	1731	1139
603	1734	1137
604	1736	1134
605	1739	1131
606	1742	1128
607	1745	1125
608	1748	1122
609	1750	1119
610	1753	1116
611	1756	1113
612	1758	1110
613	1761	1107
614	1763	1104
615	1766	1101
616	1769	1098
617	1772	1095
618	1774	1092
619	1777	1089
620	1779	1086
621	1783	1083
622	1786	1081
623	1789	1078
624	1793	1075
625	1795	1072
626	1798	1069
627	1801	1067
628	1804	1064
629	1807	1061
630	1810	1058
631	1813	1056
632	1816	1053
633	1819	1050
634	1822	1047
635	1824	1044
636	1827	1041
637	1830	1038
638	1833	1035
639	1836	1032
640	1838	1029
641	1841	1026
642	1843	1023
643	1846	1020
644	1849	1018
645	1852	1015
646	1855	1012
647	1857	1008
648	1859	1005
649	1862	1002
650	1864	999
651	1867	996
652	1870	993
653	1872	990
654	1874	987
655	1877	984
656	1880	981
657	1882	978
658	1885	975
659	1887	972
660	1890	969
661	1893	966
662	1895	963
663	1898	960
664	1900	957
665	1903	954
666	1905	951
667	1908	948
668	1910	945
669	1913	942
670	1915	939
671	1917	936
672	1920	933
673	1922	929
674	1925	926
675	1927	923
676	1929	920
677	1932	917
678	1934	914
679	1936	911
680	1938	908
681	1941	905
682	1943	902
683	1946	899
684	1948	896
685	1950	893
686	1953	889
687	1955	886
688	1957	883
689	1960	880
690	1962	877
691	1965	874
692	1967	871
693	1969	868
694	1972	865
695	1975	862
696	1977	859
697	1980	856
698	1982	853
699	1984	850
700	1986	847
701	1988	844
702	1990	841
703	1993	838
704	1995	835
705	1997	831
706	1999	828
707	2001	825
708	2003	822
709	2006	819
710	2008	816
711	2010	813
712	2013	810
713	2015	807
714	2017	804
715	2019	801
716	2021	798
717	2023	794
718	2026	791
719	2028	788
720	2030	785
721	2032	782
722	2034	779
723	2036	776
724	2038	773
725	2040	770
726	2042	767
727	2045	764
728	2047	761
729	2050	758
730	2052	755
731	2055	752
732	2057	749
733	2060	746
734	2062	743
735	2065	740
736	2067	737
737	2070	734
738	2073	732
739	2075	729
740	2078	726
741	2080	723
742	2084	720
743	2086	718
744	2089	715
745	2092	712
746	2095	709
747	2098	706
748	2101	704
749	2104	701
750	2106	698
751	2109	695
752	2112	692
753	2115	690
754	2117	687
755	2120	684
756	2122	681
757	2125	678
758	2128	675
759	2130	672
760	2134	670
761	2137	667
762	2140	664
763	2143	661
764	2146	659
765	2148	656
766	2151	653
767	2155	651
768	2158	648
769	2162	645
770	2165	643
771	2168	640
772	2171	637
773	2174	634
774	2177	632
775	2179	629
776	2182	626
777	2185	623
778	2187	620
779	2190	617
780	2192	614
781	2195	612
782	2198	609
783	2200	606
784	2202	603
785	2205	600
786	2207	597
787	2210	594
788	2213	591
789	2215	588
790	2217	586
791	2220	583
792	2222	580
793	2224	577
794	2227	574
795	2230	571
796	2232	568
797	2235	565
798	2238	563
799	2240	560
800	2242	557
801	2245	554
802	2247	551
803	2250	548
804	2252	545
805	2255	542
806	2257	539
807	2259	537
808	2262	534
809	2264	531
810	2267	528
811	2269	525
812	2271	522
813	2273	519
814	2275	516
815	2278	513
816	2281	510
817	2282	507
818	2284	504
819	2287	502
820	2289	499
821	2291	496
822	2293	493
823	2296	490
824	2299	487
825	2301	484
826	2304	482
827	2307	479
828	2309	476
829	2312	473
830	2314	470
831	2316	467
832	2319	464
833	2321	462
834	2324	459
835	2326	456
836	2328	453
837	2330	450
838	2332	447
839	2335	444
840	2337	441
841	2340	439
842	2342	436
843	2344	433
844	2347	430
845	2349	427
846	2351	424
847	2353	421
848	2356	419
849	2358	416
850	2360	413
851	2363	410
852	2365	407
853	2367	404
854	2370	401
855	2372	399
856	2374	396
857	2377	393
858	2379	390
859	2382	387
860	2384	384
861	2386	382
862	2388	379
863	2391	376
864	2394	373
865	2397	370
866	2399	368
867	2402	365
868	2404	362
869	2407	359
870	2410	356
871	2412	354
872	2414	351
873	2417	348
874	2419	345
875	2422	342
876	2425	340
877	2427	337
878	2430	334
879	2432	331
880	2435	328
881	2438	326
882	2441	323
883	2444	320
884	2447	318
885	2450	315
886	2453	312
887	2455	309
888	2458	306
889	2462	304
890	2464	301
891	2467	298
892	2470	295
893	2472	293
894	2475	290
895	2478	287
896	2481	284
897	2484	282
898	2486	279
899	2489	276
900	2492	273
901	2494	271
902	2497	268
903	2500	265
904	2503	262
905	2506	260
906	2509	257
907	2511	254
908	2514	251
909	2517	248
910	2520	246
911	2522	243
912	2525	240
913	2528	237
914	2530	235
915	2533	232
916	2536	229
917	2539	226
918	2542	224
919	2545	221
920	2548	218
921	2550	215
922	2553	213
923	2556	210
924	2559	207
925	2562	204
926	2564	201
927	2566	199
928	2568	196
929	2571	193
930	2573	190
931	2575	187
932	2578	185
933	2580	182
934	2581	179
935	2584	176
936	2586	173
937	2588	171
938	2590	168
939	2592	165
940	2594	162
941	2596	159
942	2598	157
943	2601	154
944	2603	151
945	2605	148
946	2607	145
947	2609	143
948	2612	140
949	2614	137
950	2616	134
951	2619	132
952	2621	129
953	2623	126
954	2625	123
955	2628	120
956	2630	118
957	2632	115
958	2634	112
959	2637	109
960	2639	107
961	2642	104
962	2645	101
963	2648	98
964	2650	96
965	2653	93
966	2655	90
967	2658	87
968	2660	85
969	2663	82
970	2665	79
971	2668	76
972	2671	74
973	2673	71
974	2675	68
975	2678	65
976	2680	63
977	2683	60
978	2686	57
979	2688	54
980	2690	52
981	2693	49
982	2695	46
983	2698	43
984	2701	41
985	2703	38
986	2706	35
987	2709	32
988	2712	30
989	2714	27
990	2717	24
991	2720	21
992	2722	19
993	2725	16
994	2728	13
995	2730	10
996	2733	8
997	2736	5
998	2739	2
999	2742	0
